Date,Time,Weather,Temp,Rain,Cloud,Pressure,Wind,Gust
11/27/2013,6:00,Overcast,21 °c,"0.0
mm",95%,1016 mb,3 km/h,4 km/h
11/27/2013,9:00,Patchy rain possible,21 °c,"0.4
mm",93%,1019 mb,8 km/h,10 km/h
11/27/2013,12:00,Moderate or heavy rain shower,19 °c,"1.9
mm",100%,1017 mb,15 km/h,21 km/h
11/27/2013,15:00,Overcast,18 °c,"0.0
mm",100%,1017 mb,14 km/h,21 km/h
11/27/2013,18:00,Overcast,17 °c,"0.0
mm",100%,1020 mb,14 km/h,22 km/h
11/27/2013,21:00,Patchy rain possible,17 °c,"0.2
mm",93%,1023 mb,11 km/h,20 km/h
11/28/2013,0:00,Overcast,16 °c,"0.0
mm",100%,1023 mb,11 km/h,17 km/h
11/28/2013,3:00,Patchy rain possible,16 °c,"0.3
mm",100%,1023 mb,10 km/h,21 km/h
11/28/2013,6:00,Overcast,15 °c,"0.0
mm",97%,1025 mb,8 km/h,18 km/h
11/28/2013,9:00,Cloudy,16 °c,"0.0
mm",61%,1027 mb,14 km/h,18 km/h
11/28/2013,12:00,Partly cloudy,18 °c,"0.0
mm",44%,1024 mb,12 km/h,13 km/h
11/28/2013,15:00,Partly cloudy,20 °c,"0.0
mm",45%,1022 mb,6 km/h,16 km/h
11/28/2013,18:00,Partly cloudy,18 °c,"0.0
mm",46%,1024 mb,3 km/h,5 km/h
11/28/2013,21:00,Cloudy,18 °c,"0.0
mm",70%,1027 mb,6 km/h,10 km/h
11/29/2013,0:00,Cloudy,17 °c,"0.0
mm",78%,1026 mb,8 km/h,13 km/h
11/29/2013,3:00,Overcast,17 °c,"0.0
mm",100%,1025 mb,8 km/h,13 km/h
11/29/2013,6:00,Partly cloudy,17 °c,"0.0
mm",58%,1026 mb,7 km/h,11 km/h
11/29/2013,9:00,Partly cloudy,18 °c,"0.0
mm",46%,1026 mb,6 km/h,8 km/h
11/29/2013,12:00,Sunny,18 °c,"0.0
mm",24%,1023 mb,5 km/h,12 km/h
11/29/2013,15:00,Sunny,20 °c,"0.0
mm",16%,1019 mb,5 km/h,11 km/h
11/29/2013,18:00,Clear,17 °c,"0.0
mm",17%,1021 mb,7 km/h,14 km/h
11/29/2013,21:00,Clear,16 °c,"0.0
mm",24%,1021 mb,5 km/h,10 km/h
11/30/2013,0:00,Partly cloudy,15 °c,"0.0
mm",26%,1022 mb,3 km/h,5 km/h
11/30/2013,3:00,Partly cloudy,15 °c,"0.0
mm",26%,1021 mb,4 km/h,7 km/h
11/30/2013,6:00,Partly cloudy,14 °c,"0.0
mm",26%,1022 mb,5 km/h,7 km/h
11/30/2013,9:00,Partly cloudy,18 °c,"0.0
mm",27%,1022 mb,5 km/h,11 km/h
11/30/2013,12:00,Sunny,22 °c,"0.0
mm",23%,1019 mb,4 km/h,15 km/h
11/30/2013,15:00,Partly cloudy,22 °c,"0.0
mm",28%,1018 mb,1 km/h,7 km/h
11/30/2013,18:00,Partly cloudy,18 °c,"0.0
mm",27%,1020 mb,2 km/h,4 km/h
11/30/2013,21:00,Partly cloudy,17 °c,"0.0
mm",33%,1022 mb,5 km/h,11 km/h
12/1/2013,0:00,Partly cloudy,17 °c,"0.0
mm",46%,1022 mb,7 km/h,13 km/h
12/1/2013,3:00,Cloudy,16 °c,"0.0
mm",65%,1022 mb,8 km/h,14 km/h
12/1/2013,6:00,Partly cloudy,16 °c,"0.0
mm",46%,1024 mb,9 km/h,15 km/h
12/1/2013,9:00,Sunny,19 °c,"0.0
mm",17%,1024 mb,13 km/h,15 km/h
12/1/2013,12:00,Sunny,23 °c,"0.0
mm",12%,1022 mb,11 km/h,18 km/h
12/1/2013,15:00,Sunny,24 °c,"0.0
mm",8%,1020 mb,8 km/h,14 km/h
12/1/2013,18:00,Clear,19 °c,"0.0
mm",7%,1021 mb,3 km/h,5 km/h
12/1/2013,21:00,Clear,18 °c,"0.0
mm",9%,1023 mb,5 km/h,11 km/h
12/2/2013,0:00,Clear,17 °c,"0.0
mm",6%,1022 mb,5 km/h,10 km/h
12/2/2013,3:00,Clear,14 °c,"0.0
mm",3%,1021 mb,6 km/h,11 km/h
12/2/2013,6:00,Clear,13 °c,"0.0
mm",1%,1022 mb,5 km/h,6 km/h
12/2/2013,9:00,Sunny,19 °c,"0.0
mm",0%,1022 mb,7 km/h,8 km/h
12/2/2013,12:00,Sunny,23 °c,"0.0
mm",0%,1019 mb,5 km/h,12 km/h
12/2/2013,15:00,Sunny,23 °c,"0.0
mm",0%,1017 mb,7 km/h,8 km/h
12/2/2013,18:00,Clear,20 °c,"0.0
mm",0%,1018 mb,6 km/h,10 km/h
12/2/2013,21:00,Clear,17 °c,"0.0
mm",0%,1019 mb,7 km/h,12 km/h
12/3/2013,0:00,Clear,14 °c,"0.0
mm",0%,1019 mb,5 km/h,9 km/h
12/3/2013,3:00,Clear,15 °c,"0.0
mm",0%,1017 mb,0 km/h,4 km/h
12/3/2013,6:00,Clear,12 °c,"0.0
mm",0%,1019 mb,3 km/h,3 km/h
12/3/2013,9:00,Sunny,19 °c,"0.0
mm",2%,1020 mb,3 km/h,8 km/h
12/3/2013,12:00,Sunny,23 °c,"0.0
mm",0%,1017 mb,4 km/h,9 km/h
12/3/2013,15:00,Sunny,24 °c,"0.0
mm",0%,1016 mb,6 km/h,12 km/h
12/3/2013,18:00,Clear,20 °c,"0.0
mm",0%,1018 mb,6 km/h,10 km/h
12/3/2013,21:00,Clear,16 °c,"0.0
mm",2%,1020 mb,5 km/h,8 km/h
12/4/2013,0:00,Clear,16 °c,"0.0
mm",0%,1019 mb,0 km/h,4 km/h
12/4/2013,3:00,Clear,14 °c,"0.0
mm",0%,1019 mb,5 km/h,6 km/h
12/4/2013,6:00,Clear,13 °c,"0.0
mm",0%,1020 mb,7 km/h,10 km/h
12/4/2013,9:00,Sunny,20 °c,"0.0
mm",4%,1021 mb,8 km/h,13 km/h
12/4/2013,12:00,Sunny,24 °c,"0.0
mm",3%,1018 mb,8 km/h,14 km/h
12/4/2013,15:00,Sunny,25 °c,"0.0
mm",1%,1016 mb,4 km/h,9 km/h
12/4/2013,18:00,Clear,21 °c,"0.0
mm",0%,1016 mb,4 km/h,9 km/h
12/4/2013,21:00,Clear,16 °c,"0.0
mm",3%,1017 mb,6 km/h,13 km/h
12/5/2013,0:00,Clear,16 °c,"0.0
mm",5%,1016 mb,4 km/h,8 km/h
12/5/2013,3:00,Clear,14 °c,"0.0
mm",4%,1015 mb,1 km/h,2 km/h
12/5/2013,6:00,Clear,15 °c,"0.0
mm",3%,1017 mb,4 km/h,6 km/h
12/5/2013,9:00,Sunny,20 °c,"0.0
mm",5%,1018 mb,5 km/h,6 km/h
12/5/2013,12:00,Sunny,25 °c,"0.0
mm",6%,1016 mb,9 km/h,15 km/h
12/5/2013,15:00,Partly cloudy,25 °c,"0.0
mm",49%,1015 mb,9 km/h,12 km/h
12/5/2013,18:00,Partly cloudy,20 °c,"0.0
mm",28%,1016 mb,9 km/h,16 km/h
12/5/2013,21:00,Clear,19 °c,"0.0
mm",10%,1018 mb,5 km/h,10 km/h
12/6/2013,0:00,Clear,17 °c,"0.0
mm",23%,1017 mb,3 km/h,5 km/h
12/6/2013,3:00,Clear,15 °c,"0.0
mm",23%,1016 mb,5 km/h,9 km/h
12/6/2013,6:00,Clear,15 °c,"0.0
mm",16%,1018 mb,5 km/h,8 km/h
12/6/2013,9:00,Sunny,20 °c,"0.0
mm",15%,1019 mb,7 km/h,8 km/h
12/6/2013,12:00,Sunny,25 °c,"0.0
mm",12%,1016 mb,5 km/h,11 km/h
12/6/2013,15:00,Sunny,25 °c,"0.0
mm",9%,1014 mb,5 km/h,9 km/h
12/6/2013,18:00,Clear,20 °c,"0.0
mm",11%,1016 mb,9 km/h,13 km/h
12/6/2013,21:00,Clear,19 °c,"0.0
mm",13%,1017 mb,8 km/h,15 km/h
12/7/2013,0:00,Clear,18 °c,"0.0
mm",13%,1017 mb,3 km/h,6 km/h
12/7/2013,3:00,Clear,16 °c,"0.0
mm",12%,1017 mb,1 km/h,6 km/h
12/7/2013,6:00,Clear,16 °c,"0.0
mm",10%,1018 mb,3 km/h,4 km/h
12/7/2013,9:00,Sunny,20 °c,"0.0
mm",12%,1019 mb,3 km/h,3 km/h
12/7/2013,12:00,Sunny,25 °c,"0.0
mm",17%,1016 mb,4 km/h,11 km/h
12/7/2013,15:00,Sunny,24 °c,"0.0
mm",13%,1015 mb,6 km/h,7 km/h
12/7/2013,18:00,Clear,21 °c,"0.0
mm",6%,1016 mb,6 km/h,12 km/h
12/7/2013,21:00,Clear,19 °c,"0.0
mm",6%,1017 mb,8 km/h,14 km/h
12/8/2013,0:00,Clear,16 °c,"0.0
mm",10%,1016 mb,6 km/h,10 km/h
12/8/2013,3:00,Clear,15 °c,"0.0
mm",6%,1015 mb,4 km/h,7 km/h
12/8/2013,6:00,Clear,14 °c,"0.0
mm",4%,1015 mb,4 km/h,5 km/h
12/8/2013,9:00,Sunny,18 °c,"0.0
mm",5%,1016 mb,5 km/h,9 km/h
12/8/2013,12:00,Sunny,24 °c,"0.0
mm",4%,1013 mb,8 km/h,20 km/h
12/8/2013,15:00,Sunny,26 °c,"0.0
mm",4%,1011 mb,12 km/h,21 km/h
12/8/2013,18:00,Clear,21 °c,"0.0
mm",3%,1012 mb,11 km/h,19 km/h
12/8/2013,21:00,Clear,19 °c,"0.0
mm",2%,1013 mb,7 km/h,14 km/h
12/9/2013,0:00,Clear,17 °c,"0.0
mm",9%,1014 mb,4 km/h,6 km/h
12/9/2013,3:00,Clear,15 °c,"0.0
mm",10%,1015 mb,5 km/h,8 km/h
12/9/2013,6:00,Clear,16 °c,"0.0
mm",15%,1017 mb,6 km/h,9 km/h
12/9/2013,9:00,Sunny,19 °c,"0.0
mm",20%,1018 mb,8 km/h,13 km/h
12/9/2013,12:00,Partly cloudy,25 °c,"0.0
mm",29%,1015 mb,9 km/h,15 km/h
12/9/2013,15:00,Partly cloudy,25 °c,"0.0
mm",28%,1014 mb,6 km/h,12 km/h
12/9/2013,18:00,Clear,22 °c,"0.0
mm",24%,1015 mb,5 km/h,10 km/h
12/9/2013,21:00,Partly cloudy,20 °c,"0.0
mm",36%,1017 mb,5 km/h,11 km/h
12/10/2013,0:00,Clear,18 °c,"0.0
mm",23%,1015 mb,5 km/h,10 km/h
12/10/2013,3:00,Clear,18 °c,"0.0
mm",5%,1014 mb,6 km/h,9 km/h
12/10/2013,6:00,Clear,16 °c,"0.0
mm",5%,1015 mb,6 km/h,8 km/h
12/10/2013,9:00,Sunny,21 °c,"0.0
mm",9%,1015 mb,3 km/h,10 km/h
12/10/2013,12:00,Partly cloudy,24 °c,"0.0
mm",26%,1012 mb,5 km/h,12 km/h
12/10/2013,15:00,Partly cloudy,24 °c,"0.0
mm",41%,1011 mb,9 km/h,15 km/h
12/10/2013,18:00,Partly cloudy,21 °c,"0.0
mm",33%,1012 mb,11 km/h,18 km/h
12/10/2013,21:00,Cloudy,20 °c,"0.0
mm",74%,1014 mb,7 km/h,14 km/h
12/11/2013,0:00,Overcast,18 °c,"0.0
mm",100%,1015 mb,5 km/h,7 km/h
12/11/2013,3:00,Patchy rain possible,18 °c,"0.2
mm",100%,1015 mb,5 km/h,7 km/h
12/11/2013,6:00,Overcast,18 °c,"0.0
mm",100%,1017 mb,7 km/h,10 km/h
12/11/2013,9:00,Overcast,18 °c,"0.0
mm",100%,1018 mb,10 km/h,14 km/h
12/11/2013,12:00,Overcast,19 °c,"0.0
mm",86%,1017 mb,13 km/h,21 km/h
12/11/2013,15:00,Overcast,19 °c,"0.0
mm",86%,1015 mb,9 km/h,16 km/h
12/11/2013,18:00,Overcast,17 °c,"0.0
mm",100%,1016 mb,5 km/h,7 km/h
12/11/2013,21:00,Overcast,17 °c,"0.0
mm",100%,1016 mb,4 km/h,6 km/h
12/12/2013,0:00,Cloudy,17 °c,"0.0
mm",84%,1016 mb,4 km/h,6 km/h
12/12/2013,3:00,Overcast,16 °c,"0.0
mm",86%,1015 mb,4 km/h,6 km/h
12/12/2013,6:00,Overcast,16 °c,"0.0
mm",95%,1016 mb,8 km/h,10 km/h
12/12/2013,9:00,Overcast,17 °c,"0.0
mm",100%,1017 mb,4 km/h,10 km/h
12/12/2013,12:00,Cloudy,20 °c,"0.0
mm",75%,1015 mb,3 km/h,10 km/h
12/12/2013,15:00,Partly cloudy,20 °c,"0.0
mm",34%,1013 mb,4 km/h,9 km/h
12/12/2013,18:00,Partly cloudy,18 °c,"0.0
mm",49%,1015 mb,5 km/h,8 km/h
12/12/2013,21:00,Cloudy,18 °c,"0.0
mm",82%,1017 mb,5 km/h,7 km/h
12/13/2013,0:00,Cloudy,18 °c,"0.0
mm",80%,1017 mb,4 km/h,6 km/h
12/13/2013,3:00,Cloudy,16 °c,"0.0
mm",83%,1016 mb,6 km/h,9 km/h
12/13/2013,6:00,Overcast,16 °c,"0.0
mm",91%,1018 mb,11 km/h,15 km/h
12/13/2013,9:00,Patchy rain possible,18 °c,"0.1
mm",85%,1020 mb,8 km/h,14 km/h
12/13/2013,12:00,Moderate rain at times,18 °c,"0.5
mm",97%,1017 mb,9 km/h,15 km/h
12/13/2013,15:00,Moderate rain at times,18 °c,"0.5
mm",99%,1015 mb,8 km/h,11 km/h
12/13/2013,18:00,Patchy rain possible,18 °c,"0.2
mm",89%,1017 mb,8 km/h,11 km/h
12/13/2013,21:00,Patchy rain possible,17 °c,"0.2
mm",90%,1018 mb,5 km/h,7 km/h
12/14/2013,0:00,Moderate rain at times,16 °c,"0.6
mm",98%,1018 mb,5 km/h,7 km/h
12/14/2013,3:00,Moderate rain at times,16 °c,"0.6
mm",100%,1016 mb,6 km/h,9 km/h
12/14/2013,6:00,Patchy rain possible,16 °c,"0.3
mm",97%,1017 mb,5 km/h,11 km/h
12/14/2013,9:00,Overcast,17 °c,"0.0
mm",91%,1020 mb,7 km/h,8 km/h
12/14/2013,12:00,Overcast,18 °c,"0.0
mm",94%,1017 mb,9 km/h,10 km/h
12/14/2013,15:00,Patchy rain possible,18 °c,"0.2
mm",100%,1015 mb,8 km/h,17 km/h
12/14/2013,18:00,Patchy rain possible,17 °c,"0.3
mm",95%,1017 mb,8 km/h,12 km/h
12/14/2013,21:00,Moderate rain at times,16 °c,"0.5
mm",98%,1019 mb,8 km/h,12 km/h
12/15/2013,0:00,Moderate rain at times,16 °c,"0.6
mm",100%,1018 mb,8 km/h,11 km/h
12/15/2013,3:00,Patchy rain possible,15 °c,"0.3
mm",90%,1016 mb,8 km/h,10 km/h
12/15/2013,6:00,Patchy rain possible,15 °c,"0.3
mm",93%,1018 mb,13 km/h,18 km/h
12/15/2013,9:00,Moderate rain at times,15 °c,"0.6
mm",100%,1019 mb,12 km/h,16 km/h
12/15/2013,12:00,Patchy rain possible,15 °c,"0.3
mm",100%,1017 mb,15 km/h,21 km/h
12/15/2013,15:00,Patchy rain possible,14 °c,"0.3
mm",100%,1018 mb,15 km/h,26 km/h
12/15/2013,18:00,Patchy rain possible,14 °c,"0.3
mm",69%,1020 mb,14 km/h,26 km/h
12/15/2013,21:00,Patchy rain possible,14 °c,"0.3
mm",100%,1021 mb,16 km/h,24 km/h
12/16/2013,0:00,Patchy rain possible,13 °c,"0.3
mm",82%,1021 mb,15 km/h,22 km/h
12/16/2013,3:00,Patchy rain possible,11 °c,"0.3
mm",75%,1020 mb,16 km/h,24 km/h
12/16/2013,6:00,Moderate or heavy rain shower,11 °c,"1.7
mm",66%,1022 mb,14 km/h,25 km/h
12/16/2013,9:00,Moderate or heavy rain shower,11 °c,"1.5
mm",60%,1024 mb,13 km/h,19 km/h
12/16/2013,12:00,Moderate rain at times,11 °c,"0.5
mm",50%,1021 mb,13 km/h,24 km/h
12/16/2013,15:00,Patchy rain possible,11 °c,"0.4
mm",100%,1020 mb,10 km/h,15 km/h
12/16/2013,18:00,Patchy rain possible,11 °c,"0.1
mm",100%,1021 mb,10 km/h,16 km/h
12/16/2013,21:00,Overcast,11 °c,"0.0
mm",100%,1022 mb,8 km/h,12 km/h
12/17/2013,0:00,Partly cloudy,11 °c,"0.0
mm",37%,1021 mb,8 km/h,13 km/h
12/17/2013,3:00,Clear,10 °c,"0.0
mm",12%,1020 mb,10 km/h,16 km/h
12/17/2013,6:00,Clear,9 °c,"0.0
mm",5%,1022 mb,6 km/h,9 km/h
12/17/2013,9:00,Sunny,14 °c,"0.0
mm",4%,1022 mb,12 km/h,13 km/h
12/17/2013,12:00,Sunny,19 °c,"0.0
mm",0%,1018 mb,13 km/h,28 km/h
12/17/2013,15:00,Sunny,20 °c,"0.0
mm",0%,1016 mb,9 km/h,24 km/h
12/17/2013,18:00,Clear,16 °c,"0.0
mm",0%,1019 mb,6 km/h,11 km/h
12/17/2013,21:00,Clear,12 °c,"0.0
mm",0%,1022 mb,8 km/h,12 km/h
12/18/2013,0:00,Clear,11 °c,"0.0
mm",0%,1022 mb,8 km/h,10 km/h
12/18/2013,3:00,Clear,9 °c,"0.0
mm",0%,1022 mb,7 km/h,8 km/h
12/18/2013,6:00,Clear,7 °c,"0.0
mm",0%,1023 mb,9 km/h,10 km/h
12/18/2013,9:00,Sunny,14 °c,"0.0
mm",0%,1024 mb,14 km/h,17 km/h
12/18/2013,12:00,Sunny,17 °c,"0.0
mm",0%,1020 mb,14 km/h,27 km/h
12/18/2013,15:00,Sunny,18 °c,"0.0
mm",0%,1019 mb,12 km/h,20 km/h
12/18/2013,18:00,Clear,14 °c,"0.0
mm",0%,1021 mb,6 km/h,10 km/h
12/18/2013,21:00,Clear,11 °c,"0.0
mm",0%,1024 mb,7 km/h,11 km/h
12/19/2013,0:00,Clear,10 °c,"0.0
mm",0%,1023 mb,7 km/h,10 km/h
12/19/2013,3:00,Clear,8 °c,"0.0
mm",0%,1023 mb,8 km/h,10 km/h
12/19/2013,6:00,Clear,7 °c,"0.0
mm",0%,1025 mb,7 km/h,8 km/h
12/19/2013,9:00,Sunny,12 °c,"0.0
mm",0%,1026 mb,10 km/h,18 km/h
12/19/2013,12:00,Sunny,16 °c,"0.0
mm",0%,1023 mb,9 km/h,21 km/h
12/19/2013,15:00,Sunny,16 °c,"0.0
mm",0%,1020 mb,8 km/h,15 km/h
12/19/2013,18:00,Clear,15 °c,"0.0
mm",0%,1022 mb,5 km/h,7 km/h
12/19/2013,21:00,Clear,11 °c,"0.0
mm",0%,1024 mb,6 km/h,10 km/h
12/20/2013,0:00,Clear,7 °c,"0.0
mm",0%,1024 mb,7 km/h,10 km/h
12/20/2013,3:00,Clear,7 °c,"0.0
mm",0%,1023 mb,8 km/h,10 km/h
12/20/2013,6:00,Clear,6 °c,"0.0
mm",0%,1025 mb,7 km/h,8 km/h
12/20/2013,9:00,Sunny,13 °c,"0.0
mm",0%,1026 mb,10 km/h,11 km/h
12/20/2013,12:00,Sunny,17 °c,"0.0
mm",0%,1024 mb,9 km/h,21 km/h
12/20/2013,15:00,Sunny,17 °c,"0.0
mm",0%,1021 mb,7 km/h,13 km/h
12/20/2013,18:00,Clear,15 °c,"0.0
mm",0%,1023 mb,5 km/h,7 km/h
12/20/2013,21:00,Clear,11 °c,"0.0
mm",0%,1025 mb,8 km/h,13 km/h
12/21/2013,0:00,Clear,9 °c,"0.0
mm",0%,1025 mb,8 km/h,13 km/h
12/21/2013,3:00,Clear,8 °c,"0.0
mm",0%,1025 mb,9 km/h,12 km/h
12/21/2013,6:00,Clear,8 °c,"0.0
mm",0%,1026 mb,8 km/h,9 km/h
12/21/2013,9:00,Sunny,13 °c,"0.0
mm",0%,1027 mb,12 km/h,14 km/h
12/21/2013,12:00,Sunny,17 °c,"0.0
mm",0%,1025 mb,10 km/h,25 km/h
12/21/2013,15:00,Sunny,17 °c,"0.0
mm",0%,1022 mb,10 km/h,18 km/h
12/21/2013,18:00,Clear,14 °c,"0.0
mm",0%,1024 mb,9 km/h,14 km/h
12/21/2013,21:00,Clear,11 °c,"0.0
mm",0%,1026 mb,8 km/h,13 km/h
12/22/2013,0:00,Clear,9 °c,"0.0
mm",0%,1026 mb,7 km/h,11 km/h
12/22/2013,3:00,Clear,8 °c,"0.0
mm",0%,1025 mb,8 km/h,11 km/h
12/22/2013,6:00,Clear,8 °c,"0.0
mm",0%,1025 mb,8 km/h,9 km/h
12/22/2013,9:00,Sunny,14 °c,"0.0
mm",0%,1027 mb,8 km/h,14 km/h
12/22/2013,12:00,Sunny,17 °c,"0.0
mm",0%,1024 mb,5 km/h,18 km/h
12/22/2013,15:00,Sunny,17 °c,"0.0
mm",0%,1020 mb,3 km/h,10 km/h
12/22/2013,18:00,Clear,16 °c,"0.0
mm",0%,1022 mb,4 km/h,6 km/h
12/22/2013,21:00,Clear,13 °c,"0.0
mm",0%,1023 mb,3 km/h,5 km/h
12/23/2013,0:00,Clear,11 °c,"0.0
mm",0%,1022 mb,3 km/h,5 km/h
12/23/2013,3:00,Clear,8 °c,"0.0
mm",0%,1022 mb,6 km/h,9 km/h
12/23/2013,6:00,Clear,6 °c,"0.0
mm",0%,1023 mb,7 km/h,8 km/h
12/23/2013,9:00,Sunny,13 °c,"0.0
mm",0%,1024 mb,6 km/h,12 km/h
12/23/2013,12:00,Sunny,18 °c,"0.0
mm",0%,1022 mb,6 km/h,14 km/h
12/23/2013,15:00,Sunny,19 °c,"0.0
mm",0%,1020 mb,4 km/h,11 km/h
12/23/2013,18:00,Clear,16 °c,"0.0
mm",2%,1022 mb,3 km/h,6 km/h
12/23/2013,21:00,Clear,11 °c,"0.0
mm",2%,1023 mb,7 km/h,14 km/h
12/24/2013,0:00,Clear,10 °c,"0.0
mm",4%,1025 mb,8 km/h,16 km/h
12/24/2013,3:00,Clear,9 °c,"0.0
mm",4%,1025 mb,8 km/h,13 km/h
12/24/2013,6:00,Clear,8 °c,"0.0
mm",3%,1026 mb,8 km/h,14 km/h
12/24/2013,9:00,Sunny,15 °c,"0.0
mm",3%,1025 mb,8 km/h,13 km/h
12/24/2013,12:00,Sunny,19 °c,"0.0
mm",3%,1024 mb,9 km/h,17 km/h
12/24/2013,15:00,Sunny,19 °c,"0.0
mm",3%,1020 mb,7 km/h,15 km/h
12/24/2013,18:00,Clear,15 °c,"0.0
mm",3%,1022 mb,5 km/h,11 km/h
12/24/2013,21:00,Clear,12 °c,"0.0
mm",4%,1024 mb,8 km/h,15 km/h
12/25/2013,0:00,Clear,10 °c,"0.0
mm",3%,1024 mb,8 km/h,16 km/h
12/25/2013,3:00,Clear,9 °c,"0.0
mm",4%,1023 mb,8 km/h,14 km/h
12/25/2013,6:00,Clear,8 °c,"0.0
mm",3%,1024 mb,6 km/h,10 km/h
12/25/2013,9:00,Sunny,15 °c,"0.0
mm",3%,1024 mb,7 km/h,12 km/h
12/25/2013,12:00,Sunny,18 °c,"0.0
mm",2%,1022 mb,5 km/h,17 km/h
12/25/2013,15:00,Sunny,19 °c,"0.0
mm",0%,1018 mb,3 km/h,9 km/h
12/25/2013,18:00,Clear,18 °c,"0.0
mm",2%,1020 mb,6 km/h,8 km/h
12/25/2013,21:00,Clear,14 °c,"0.0
mm",5%,1021 mb,3 km/h,7 km/h
12/26/2013,0:00,Clear,11 °c,"0.0
mm",6%,1023 mb,5 km/h,11 km/h
12/26/2013,3:00,Clear,9 °c,"0.0
mm",5%,1022 mb,7 km/h,14 km/h
12/26/2013,6:00,Clear,9 °c,"0.0
mm",5%,1023 mb,8 km/h,14 km/h
12/26/2013,9:00,Sunny,15 °c,"0.0
mm",6%,1024 mb,9 km/h,10 km/h
12/26/2013,12:00,Sunny,19 °c,"0.0
mm",5%,1022 mb,10 km/h,19 km/h
12/26/2013,15:00,Sunny,21 °c,"0.0
mm",6%,1019 mb,8 km/h,15 km/h
12/26/2013,18:00,Clear,15 °c,"0.0
mm",5%,1021 mb,5 km/h,11 km/h
12/26/2013,21:00,Clear,14 °c,"0.0
mm",6%,1024 mb,7 km/h,15 km/h
12/27/2013,0:00,Clear,12 °c,"0.0
mm",6%,1025 mb,10 km/h,20 km/h
12/27/2013,3:00,Clear,10 °c,"0.0
mm",6%,1025 mb,10 km/h,18 km/h
12/27/2013,6:00,Clear,10 °c,"0.0
mm",7%,1026 mb,9 km/h,16 km/h
12/27/2013,9:00,Sunny,15 °c,"0.0
mm",10%,1026 mb,12 km/h,19 km/h
12/27/2013,12:00,Sunny,17 °c,"0.0
mm",10%,1024 mb,10 km/h,19 km/h
12/27/2013,15:00,Sunny,19 °c,"0.0
mm",10%,1021 mb,6 km/h,12 km/h
12/27/2013,18:00,Clear,14 °c,"0.0
mm",9%,1022 mb,6 km/h,11 km/h
12/27/2013,21:00,Clear,11 °c,"0.0
mm",7%,1024 mb,5 km/h,11 km/h
12/28/2013,0:00,Clear,10 °c,"0.0
mm",9%,1023 mb,6 km/h,12 km/h
12/28/2013,3:00,Clear,8 °c,"0.0
mm",6%,1022 mb,7 km/h,12 km/h
12/28/2013,6:00,Clear,8 °c,"0.0
mm",5%,1023 mb,8 km/h,13 km/h
12/28/2013,9:00,Sunny,14 °c,"0.0
mm",8%,1025 mb,7 km/h,14 km/h
12/28/2013,12:00,Sunny,17 °c,"0.0
mm",8%,1022 mb,6 km/h,14 km/h
12/28/2013,15:00,Sunny,18 °c,"0.0
mm",8%,1019 mb,4 km/h,10 km/h
12/28/2013,18:00,Clear,15 °c,"0.0
mm",6%,1021 mb,5 km/h,7 km/h
12/28/2013,21:00,Clear,11 °c,"0.0
mm",5%,1023 mb,6 km/h,11 km/h
12/29/2013,0:00,Clear,10 °c,"0.0
mm",5%,1023 mb,5 km/h,11 km/h
12/29/2013,3:00,Clear,8 °c,"0.0
mm",7%,1022 mb,7 km/h,13 km/h
12/29/2013,6:00,Clear,8 °c,"0.0
mm",7%,1024 mb,6 km/h,10 km/h
12/29/2013,9:00,Sunny,14 °c,"0.0
mm",7%,1025 mb,6 km/h,12 km/h
12/29/2013,12:00,Sunny,17 °c,"0.0
mm",4%,1022 mb,4 km/h,12 km/h
12/29/2013,15:00,Sunny,18 °c,"0.0
mm",3%,1018 mb,4 km/h,10 km/h
12/29/2013,18:00,Clear,16 °c,"0.0
mm",0%,1021 mb,5 km/h,7 km/h
12/29/2013,21:00,Clear,11 °c,"0.0
mm",0%,1022 mb,6 km/h,9 km/h
12/30/2013,0:00,Clear,10 °c,"0.0
mm",0%,1022 mb,3 km/h,8 km/h
12/30/2013,3:00,Clear,8 °c,"0.0
mm",0%,1022 mb,6 km/h,8 km/h
12/30/2013,6:00,Clear,9 °c,"0.0
mm",0%,1024 mb,6 km/h,9 km/h
12/30/2013,9:00,Sunny,15 °c,"0.0
mm",3%,1026 mb,8 km/h,13 km/h
12/30/2013,12:00,Sunny,19 °c,"0.0
mm",2%,1024 mb,7 km/h,19 km/h
12/30/2013,15:00,Sunny,18 °c,"0.0
mm",0%,1020 mb,5 km/h,11 km/h
12/30/2013,18:00,Clear,16 °c,"0.0
mm",0%,1022 mb,3 km/h,4 km/h
12/30/2013,21:00,Clear,12 °c,"0.0
mm",0%,1023 mb,1 km/h,6 km/h
12/31/2013,0:00,Clear,10 °c,"0.0
mm",0%,1023 mb,3 km/h,6 km/h
12/31/2013,3:00,Clear,9 °c,"0.0
mm",0%,1022 mb,6 km/h,8 km/h
12/31/2013,6:00,Clear,8 °c,"0.0
mm",0%,1023 mb,8 km/h,10 km/h
12/31/2013,9:00,Sunny,15 °c,"0.0
mm",0%,1024 mb,8 km/h,9 km/h
12/31/2013,12:00,Sunny,20 °c,"0.0
mm",0%,1023 mb,6 km/h,14 km/h
12/31/2013,15:00,Sunny,21 °c,"0.0
mm",0%,1019 mb,3 km/h,10 km/h
12/31/2013,18:00,Clear,18 °c,"0.0
mm",0%,1020 mb,2 km/h,3 km/h
